GRUPO FINANCEIRO;Consultor Comercial;Empresa;Tipo;Pagto;Porte Cliente;Cliente (Razão Social);CNPJ;Operadora;Benefício ;Tipo Receita; Premio Bruto ;% Receita para XIPP; Receita Bruta da Corretora XIPP ;  % Impostos retidos; Impostos retidos ; Receita recebida pela Corretora XIPP ;(%) Impostos sobre receita;  Imposto R$  ; Receita Líquida  ;"% 
Comissão"; Comissão a Pagar ;
Lemasa;Suelen Pereira;Zamboni Pereira;Consultor Interno;01/03/2024;Middle;Lemasa;21.571.621/0001-03;Sulamerica;Saúde;Comissão; R$ 33.169,40 ;5,00%; R$ 1.658,47 ;3,50%; R$ 58,05 ; R$ 1.600,42 ;14,25%; R$ 228,06 ; R$ 1.372,36 ;10,00%; R$ 137,24 ;
Grupo Sifra;Michelle;Balsamão;Parceiro;01/10/2023;Middle;Opiniao Assessoria E Consultoria Ltda;"	04.674.069/0001-51";Bradesco;Saúde;Comissão; R$ 55.326,43 ;3,00%; R$ 1.659,79 ;3,50%; R$ 58,09 ; R$ 1.601,70 ;14,25%; R$ 228,24 ; R$ 1.373,46 ;30,00%; R$ 412,04 ;
Grael;João Paulo;Grael;Parceiro;01/02/2024;Small;Grael;09.024.420/0001-82;Care Plus;Odonto;Agenciamento; R$ 1.626,21 ;100,00%; R$ 1.626,21 ;1,50%; R$ 24,39 ; R$ 1.601,82 ;14,25%; R$ 228,26 ; R$ 1.373,56 ;30,00%; R$ 412,07 ;
Grael;Leandro Peralta;Leandro Peralta;Consultor Interno;01/02/2024;Small;Grael;09.024.420/0001-82;Care Plus;Odonto;Agenciamento; R$ 1.626,21 ;100,00%; R$ 1.626,21 ;1,50%; R$ 24,39 ; R$ 1.601,82 ;14,25%; R$ 228,26 ; R$ 961,49 ;10,00%; R$ 96,15 ;
Intrabank;Thamires Rosa;Thamires Rosa;Consultor Interno;01/11/2023;Middle;Intrabank;42.621.928/0001-33;Allianz;Saúde;Comissão; R$ 53.418,95 ;3,00%; R$ 1.602,57 ;0,00%; R$ -   ; R$ 1.602,57 ;14,25%; R$ 228,37 ; R$ 1.374,20 ;10,00%; R$ 137,42 ;
Kryptus;Marcelo Natal;MNT Barcelos;Consultor Interno;01/01/2022;Middle;KRYPTUS;05.761.098/0001-13;AMIL;SAÚDE;Comissão; R$ 34.280,30 ;5,00%; R$ 1.714,02 ;6,50%; R$ 111,41 ; R$ 1.602,60 ;14,25%; R$ 228,37 ; R$ 1.374,23 ;10,00%; R$ 137,42 ;
Grupo Sifra;Michelle;Balsamão;Parceiro;01/09/2023;Middle;Opiniao Assessoria E Consultoria Ltda;"	04.674.069/0001-51";Bradesco;Saúde;Comissão; R$ 55.409,49 ;3,00%; R$ 1.662,28 ;3,50%; R$ 58,18 ; R$ 1.604,10 ;14,25%; R$ 228,58 ; R$ 1.375,52 ;30,00%; R$ 412,66 ;
Ipam;Regiane Eugenio;Regiane Eugenio;Consultor Interno;01/02/2024;Small;Ipam;00.627.727/0003-65;Bradesco;Saúde;Comissão; R$ 83.200,91 ;2,00%; R$ 1.664,02 ;3,50%; R$ 58,24 ; R$ 1.605,78 ;14,25%; R$ 228,82 ; R$ 674,21 ;10,00%; R$ 67,42 ;
Wana;Nathalia Gomes;Ruah;Parceiro;01/11/2023;Middle;Wana;07.009.769/0002-09;Porto;Saúde;Comissão; R$ 73.053,10 ;5,00%; R$ 3.652,66 ;3,50%; R$ 127,84 ; R$ 3.524,81 ;14,25%; R$ 229,11 ; R$ 2.793,41 ;30,00%; R$ 838,02 ;
Nova Engevix;Suelen Pereira;Zamboni Pereira;Consultor Interno;01/08/2023;Middle;Nova Engevix;00.103.582/0001-31;Bradesco;Saúde;Agenciamento; R$ 1.666,35 ;100,00%; R$ 1.666,35 ;350,00%; R$ 58,32 ; R$ 1.608,03 ;14,25%; R$ 229,14 ; R$ 1.378,89 ;10,00%; R$ 137,89 ;
Nova Engevix;Suelen Pereira;Zamboni Pereira;Consultor Interno;01/08/2023;Middle;Nova Engevix;00.103.582/0001-31;Bradesco;Saúde;Agenciamento; R$ 1.666,35 ;100,00%; R$ 1.666,35 ;350,00%; R$ 58,32 ; R$ 1.608,03 ;14,25%; R$ 229,14 ; R$ 1.378,89 ;10,00%; R$ 137,89 ;
Nova Engevix;Suelen Zamboni;Zamboni Pereira;Consultor Interno;01/07/2023;Middle;Nova Engevix;37.640.764/0001-51;Bradesco;Saúde;Agenciamento; R$ 1.666,35 ;100,00%; R$ 1.666,35 ;3,50%; R$ 58,32 ; R$ 1.608,03 ;14,25%; R$ 229,14 ; R$ 1.378,88 ;10,00%; R$ 137,89 ;
Nova Engevix;Suelen Zamboni;Zamboni Pereira;Consultor Interno;01/07/2023;Middle;Nova Engevix;30.342.941/0001-74;Bradesco;Saúde;Agenciamento; R$ 1.666,35 ;100,00%; R$ 1.666,35 ;3,50%; R$ 58,32 ; R$ 1.608,03 ;14,25%; R$ 229,14 ; R$ 1.378,88 ;10,00%; R$ 137,89 ;
Mann Hummel;Flavia Tarosso;FOT;Parceiro;01/07/2022;Middle;Mann Hummel;57.014.862/0011-62;SAUDE SISTEMA;SAÚDE;Comissão; R$ 34.506,94 ;5,00%; R$ 1.725,35 ;6,50%; R$ 112,15 ; R$ 1.613,20 ;14,25%; R$ 229,88 ; R$ 1.383,32 ;10,00%; R$ 138,33 ;
Ipam;Rafael Galhardo;Messem;Parceiro;01/03/2024;Small;Ipam;00.627.727/0003-65;Bradesco;Saúde;Comissão; R$ 82.046,67 ;2,00%; R$ 1.640,93 ;1,50%; R$ 24,61 ; R$ 1.616,32 ;14,25%; R$ 230,33 ; R$ 1.385,99 ;50,00%; R$ 693,00 ;
Pantera Imoveis;Gisleide dos Santos;GR dos Santos;Consultor Interno;01/04/2023;Small;Pantera Imoveis;47.066.065/0001-01;GNDI;Saúde;Agenciamento; R$ 1.729,64 ;100,00%; R$ 1.729,64 ;6,50%; R$ 112,43 ; R$ 1.617,21 ;14,25%; R$ 230,45 ; R$ 1.386,76 ;20,00%; R$ 277,35 ;
Ipam;Regiane Eugenio;Regiane Eugenio;Consultor Interno;01/01/2024;Small;Ipam;00.627.727/0003-65;Bradesco;Saúde;Comissão; R$ 84.040,50 ;2,00%; R$ 1.680,81 ;3,50%; R$ 58,83 ; R$ 1.621,98 ;14,25%; R$ 231,13 ; R$ 858,52 ;10,00%; R$ 85,85 ;
Sinalisa;Marcelo Natal;MNT Barcelos;Consultor Interno;01/08/2022;Corporate;Sinalisa Segurança Viaria Ltda.;42.147.421/0001-90;SULAMERICA;SAÚDE;Comissão; R$ 33.747,60 ;5,00%; R$ 1.687,38 ;3,50%; R$ 59,06 ; R$ 1.628,32 ;14,25%; R$ 232,04 ; R$ 1.396,29 ;10,00%; R$ 139,63 ;
Listo;Marcelo Natal;MNT Barcelos;Consultor Interno;01/06/2023;Middle;Listo;31.862.653/0001-03;Amil;SAÚDE;Comissão; R$ 33.184,00 ;5,00%; R$ 1.659,20 ;1,50%; R$ 24,89 ; R$ 1.634,31 ;14,25%; R$ 232,89 ; R$ 1.401,42 ;10,00%; R$ 140,14 ;
Listo;Marcelo Natal;MNT Barcelos;Consultor Interno;01/05/2023;Middle;Listo;31.862.653/0001-03;Amil;SAÚDE;Comissão; R$ 33.184,00 ;5,00%; R$ 1.659,20 ;1,50%; R$ 24,89 ; R$ 1.634,31 ;14,25%; R$ 232,89 ; R$ 1.401,42 ;10,00%; R$ 140,14 ;
Ipam;Rafael Galhardo;Messem;Parceiro;01/02/2024;Small;Ipam;00.627.727/0003-65;Bradesco;Saúde;Comissão; R$ 83.200,91 ;2,00%; R$ 1.664,02 ;1,50%; R$ 24,96 ; R$ 1.639,06 ;14,25%; R$ 233,57 ; R$ 1.405,49 ;50,00%; R$ 702,75 ;
Ações Garantem;Suelen Pereira;Zamboni Pereira;Consultor Interno;01/08/2023;Small;Ações Garantem;33.726.252/0001-51;Amil;Saúde;Agenciamento; R$ 1.666,13 ;100,00%; R$ 1.666,13 ;150,00%; R$ 24,99 ; R$ 1.641,14 ;14,25%; R$ 233,86 ; R$ 1.407,28 ;20,00%; R$ 281,46 ;
VM Dezord Viana;Leandro Peralta;Leandro Peralta;Consultor Interno;01/12/2023;Small;VM Dezord Viana;34.027.965/0001-90;CNU;Saúde;Agenciamento; R$ 1.758,93 ;100,00%; R$ 1.758,93 ;6,50%; R$ 114,33 ; R$ 1.644,60 ;14,25%; R$ 234,36 ; R$ 1.410,24 ;20,00%; R$ 282,05 ;
Sinalisa;Marcelo Natal;MNT Barcelos;Consultor Interno;01/10/2022;Corporate;Sinalisa Segurança Viaria Ltda.;42.147.421/0001-90;SULAMERICA;SAÚDE;Comissão; R$ 34.152,80 ;5,00%; R$ 1.707,64 ;3,50%; R$ 59,77 ; R$ 1.647,87 ;14,25%; R$ 234,82 ; R$ 1.413,05 ;10,00%; R$ 141,31 ;
Monteiro Rusu;Regiane Eugenio;Regiane Eugenio;Consultor Interno;01/08/2023;Middle;Monteiro Rusu;24.814.369/0001-04;Omint;Saúde;Comissão; R$ 44.223,74 ;4,00%; R$ 1.768,95 ;650,00%; R$ 114,98 ; R$ 1.653,97 ;14,25%; R$ 235,69 ; R$ 1.418,28 ;20,00%; R$ 283,66 ;
Listo;Marcelo Natal;MNT Barcelos;Consultor Interno;01/04/2023;Middle;Listo;31.862.653/0001-03;Amil;SAÚDE;Comissão; R$ 33.604,84 ;5,00%; R$ 1.680,24 ;1,50%; R$ 25,20 ; R$ 1.655,04 ;14,25%; R$ 235,84 ; R$ 1.419,20 ;10,00%; R$ 141,92 ;
Ipam;Rafael Galhardo;Messem;Parceiro;01/01/2024;Small;Ipam;00.627.727/0003-65;Bradesco;Saúde;Comissão; R$ 84.040,50 ;2,00%; R$ 1.680,81 ;1,50%; R$ 25,21 ; R$ 1.655,60 ;14,25%; R$ 235,92 ; R$ 1.419,68 ;50,00%; R$ 709,84 ;
Mann Hummel;Flavia Tarosso;FOT;Parceiro;01/05/2022;Middle;Mann Hummel;57.014.862/0011-62;SAUDE SISTEMA;SAÚDE;Comissão; R$ 35.443,78 ;5,00%; R$ 1.772,19 ;6,50%; R$ 115,19 ; R$ 1.657,00 ;14,25%; R$ 236,12 ; R$ 1.420,87 ;10,00%; R$ 142,09 ;
Mann Hummel;Flavia Tarosso;FOT;Parceiro;01/03/2022;Middle;Mann Hummel;57.014.862/0011-62;SAUDE SISTEMA;SAÚDE;Comissão; R$ 35.443,78 ;5,00%; R$ 1.772,19 ;6,50%; R$ 115,19 ; R$ 1.657,00 ;14,25%; R$ 236,12 ; R$ 1.420,87 ;10,00%; R$ 142,09 ;
Mann Hummel;Flavia Tarosso;FOT;Parceiro;01/04/2022;Middle;Mann Hummel;57.014.862/0011-62;SAUDE SISTEMA;SAÚDE;Comissão; R$ 35.443,78 ;5,00%; R$ 1.772,19 ;6,50%; R$ 115,19 ; R$ 1.657,00 ;14,25%; R$ 236,12 ; R$ 1.420,87 ;10,00%; R$ 142,09 ;
OSF Digital;Fauz Cury;Secury;Parceiro;01/10/2023;Middle;KOLEKTO TECNOLOGIA LTDA;11.177.906/0001-00;Bradesco;Saúde;Comissão; R$ 34.603,96 ;5,00%; R$ 1.730,20 ;3,50%; R$ 60,56 ; R$ 1.669,64 ;14,25%; R$ 237,92 ; R$ 1.431,72 ;30,00%; R$ 429,52 ;
Grupo Sifra;Michelle;Balsamão;Parceiro;01/08/2023;Middle;Opiniao Assessoria E Consultoria Ltda;"	04.674.069/0001-51";Bradesco;Saúde;Comissão; R$ 57.919,71 ;3,00%; R$ 1.737,59 ;3,50%; R$ 60,82 ; R$ 1.676,78 ;14,25%; R$ 238,94 ; R$ 1.437,84 ;30,00%; R$ 431,35 ;
Listo;Marcelo Natal;MNT Barcelos;Consultor Interno;01/03/2023;Middle;Listo;31.862.653/0001-03;Amil;SAÚDE;Comissão; R$ 34.294,54 ;5,00%; R$ 1.714,73 ;1,50%; R$ 25,72 ; R$ 1.689,01 ;14,25%; R$ 240,68 ; R$ 1.448,32 ;10,00%; R$ 144,83 ;
Kryptus;Marcelo Natal;MNT Barcelos;Consultor Interno;01/04/2022;Middle;KRYPTUS;05.761.098/0001-13;AMIL;SAÚDE;Comissão; R$ 36.130,03 ;5,00%; R$ 1.806,50 ;6,50%; R$ 117,42 ; R$ 1.689,08 ;14,25%; R$ 240,69 ; R$ 1.448,39 ;10,00%; R$ 144,84 ;
Kryptus;Marcelo Natal;MNT Barcelos;Consultor Interno;01/05/2022;Middle;KRYPTUS;05.761.098/0001-13;AMIL;SAÚDE;Comissão; R$ 36.159,70 ;5,00%; R$ 1.807,99 ;6,50%; R$ 117,52 ; R$ 1.690,47 ;14,25%; R$ 240,89 ; R$ 1.449,57 ;10,00%; R$ 144,96 ;
Cognita;Celso Fernandes;Meira Fernandes;Parceiro;01/03/2024;Middle;Cognita;16.707.495/0001-23;Sulamerica;Saúde;Comissão; R$ 90.694,50 ;2,00%; R$ 1.813,89 ;6,50%; R$ 117,90 ; R$ 1.695,99 ;14,25%; R$ 241,68 ; R$ 631,76 ;30,00%; R$ 189,53 ;
Cognita;Leandro Peralta;Leandro Peralta;Consultor Interno;01/03/2024;Middle;Cognita;16.707.495/0001-23;Sulamérica;Saúde;Comissão; R$ 90.694,50 ;2,00%; R$ 1.813,89 ;6,50%; R$ 117,90 ; R$ 1.695,99 ;14,25%; R$ 241,68 ; R$ 1.065,65 ;10,00%; R$ 106,57 ;
Sinalisa;Marcelo Natal;MNT Barcelos;Consultor Interno;01/11/2022;Corporate;Sinalisa Segurança Viaria Ltda.;42.147.421/0001-90;SULAMERICA;SAÚDE;Comissão; R$ 35.368,20 ;5,00%; R$ 1.768,41 ;3,50%; R$ 61,89 ; R$ 1.706,52 ;14,25%; R$ 243,18 ; R$ 1.463,34 ;10,00%; R$ 146,33 ;
Mon Ville;Marcelo Natal;MNT Barcelos;Consultor Interno;01/09/2022;Corporate;Mon Ville Restaurantes e Serviços Eireli;30.546.132/0001-84;UNIMED CAMP;SAÚDE;Comissão; R$ 35.467,20 ;5,00%; R$ 1.773,36 ;3,50%; R$ 62,07 ; R$ 1.711,29 ;14,25%; R$ 243,86 ; R$ 1.467,43 ;10,00%; R$ 146,74 ;
Sifra S/A;Michelle;Balsamão;Parceiro;01/07/2023;Middle;Opiniao Assessoria E Consultoria Ltda;04.674.069/0001-51;Bradesco;Saúde;Comissão; R$ 59.287,45 ;3,00%; R$ 1.778,62 ;3,50%; R$ 62,25 ; R$ 1.716,37 ;14,25%; R$ 244,58 ; R$ 1.471,79 ;30,00%; R$ 441,54 ;
Cognita;Leandro Peralta;Leandro Peralta;Consultor Interno;01/12/2023;Middle;Cognita;14.555.616/0001-33;Sulamérica;Saúde;Comissão; R$ 91.838,50 ;2,00%; R$ 1.836,77 ;6,50%; R$ 119,39 ; R$ 1.717,38 ;14,25%; R$ 244,73 ; R$ 1.081,61 ;10,00%; R$ 108,16 ;
Wana;Nathalia Gomes;Ruah;Parceiro;01/11/2023;Middle;Wana;07.009.769/0002-09;Porto;Saúde;Comissão; R$ 78.216,47 ;5,00%; R$ 3.910,82 ;3,50%; R$ 136,88 ; R$ 3.773,94 ;14,25%; R$ 245,31 ; R$ 2.990,85 ;30,00%; R$ 897,26 ;
Sinalisa;Marcelo Natal;MNT Barcelos;Consultor Interno;01/06/2022;Corporate;Sinalisa Segurança Viaria Ltda.;42.147.421/0001-90;SULAMERICA;SAÚDE;Comissão; R$ 35.722,20 ;5,00%; R$ 1.786,11 ;3,50%; R$ 62,51 ; R$ 1.723,60 ;14,25%; R$ 245,61 ; R$ 1.477,98 ;10,00%; R$ 147,80 ;
Pantera Imoveis;Gisleide dos Santos;GR dos Santos;Consultor Interno;01/04/2023;Small;Pantera Imoveis;47.066.983/0001-22;GNDI;Saúde;Agenciamento; R$ 1.848,33 ;100,00%; R$ 1.848,33 ;6,50%; R$ 120,14 ; R$ 1.728,19 ;14,25%; R$ 246,27 ; R$ 1.481,92 ;20,00%; R$ 296,38 ;
"	Sifra S/A";Michele Balsamão;Balsamão;Parceiro;01/03/2024;Middle;"	Sifra S/A";"	03.729.970/0001-10";Odontoprev;Odonto;Comissão; R$ 17.547,10 ;10,00%; R$ 1.754,71 ;1,50%; R$ 26,32 ; R$ 1.728,39 ;14,25%; R$ 246,30 ; R$ 1.482,09 ;30,00%; R$ 444,63 ;
Mann Hummel;Flavia Tarosso;FOT;Parceiro;01/02/2022;Middle;Mann Hummel;57.014.862/0011-62;SAUDE SISTEMA;SAÚDE;Comissão; R$ 37.005,18 ;5,00%; R$ 1.850,26 ;6,50%; R$ 120,27 ; R$ 1.729,99 ;14,25%; R$ 246,52 ; R$ 1.483,47 ;10,00%; R$ 148,35 ;
Yassaka;Suelen Zamboni;Zamboni Pereira;Consultor Interno;01/10/2022;Small;Yassaka;"	34.927.410/0001-02";Bradesco;Saúde;Agenciamento; R$ 1.793,47 ;100,00%; R$ 1.793,47 ;3,50%; R$ 62,77 ; R$ 1.730,70 ;14,25%; R$ 246,62 ; R$ 1.484,07 ;20,00%; R$ 296,81 ;
Cognita;Celso Fernandes;Meira Fernandes;Parceiro;01/02/2024;Middle;Cognita;14.555.616/0001-33;Sulamerica;Saúde;Comissão; R$ 92.753,50 ;2,00%; R$ 1.855,07 ;6,50%; R$ 120,58 ; R$ 1.734,49 ;14,25%; R$ 247,16 ; R$ 646,10 ;30,00%; R$ 193,83 ;
Cognita;Leandro Peralta;Leandro Peralta;Consultor Interno;01/02/2024;Middle;Cognita;14.555.616/0001-33;Sulamérica;Saúde;Comissão; R$ 92.753,50 ;2,00%; R$ 1.855,07 ;6,50%; R$ 120,58 ; R$ 1.734,49 ;14,25%; R$ 247,16 ; R$ 1.094,37 ;10,00%; R$ 109,44 ;
Rd Serviços;Suelen Zamboni;Zamboni Pereira;Consultor Interno;01/06/2023;Small;"	Rd Serviços";10.201.485/0001-35;CNU;Saúde;Agenciamento; R$ 1.858,00 ;100,00%; R$ 1.858,00 ;6,50%; R$ 120,77 ; R$ 1.737,23 ;14,25%; R$ 247,56 ; R$ 1.489,67 ;20,00%; R$ 297,93 ;
123 Milhas;Dr José;Lajos e Coelho;Parceiro;01/08/2022;Middle;GRUPO ARTVIA;26.669.170/0001-57;METLIFE;ODONTO;Comissão; R$ 18.020,33 ;10,00%; R$ 1.802,03 ;3,50%; R$ 63,07 ; R$ 1.738,96 ;14,25%; R$ 247,80 ; R$ 1.491,16 ;10,00%; R$ 149,12 ;
Listo;Marcelo Natal;MNT Barcelos;Consultor Interno;01/02/2024;Middle;Listo;31.862.653/0001-03;GNDI;Saúde;Agenciamento; R$ 3.721,58 ;50,00%; R$ 1.860,79 ;6,50%; R$ 120,95 ; R$ 1.739,84 ;14,25%; R$ 247,93 ; R$ 1.491,91 ;10,00%; R$ 149,19 ;
Sinalisa;Marcelo Natal;MNT Barcelos;Consultor Interno;01/07/2022;Corporate;Sinalisa Segurança Viaria Ltda.;42.147.421/0001-90;SULAMERICA;SAÚDE;Comissão; R$ 36.178,40 ;5,00%; R$ 1.808,92 ;3,50%; R$ 63,31 ; R$ 1.745,61 ;14,25%; R$ 248,75 ; R$ 1.496,86 ;10,00%; R$ 149,69 ;
"	Sifra S/A";Michele Balsamão;Balsamão;Parceiro;01/03/2024;Middle;"	Sifra S/A";"	03.729.970/0001-10";Odontoprev;Odonto;Comissão; R$ 17.832,00 ;10,00%; R$ 1.783,20 ;1,50%; R$ 26,75 ; R$ 1.756,45 ;14,25%; R$ 250,29 ; R$ 1.506,16 ;30,00%; R$ 451,85 ;
Sinalisa;Marcelo Natal;MNT Barcelos;Consultor Interno;01/05/2022;Middle;Sinalisa Segurança Viaria Ltda.;42.147.421/0001-90;SULAMERICA;SAÚDE;Comissão; R$ 36.430,20 ;5,00%; R$ 1.821,51 ;3,50%; R$ 63,75 ; R$ 1.757,76 ;14,25%; R$ 250,48 ; R$ 1.507,28 ;10,00%; R$ 150,73 ;
Mon Ville;Marcelo Natal;MNT Barcelos;Consultor Interno;01/11/2022;Corporate;Mon Ville Restaurantes e Serviços Eireli;30.546.132/0001-84;UNIMED CAMP;SAÚDE;Comissão; R$ 36.461,80 ;5,00%; R$ 1.823,09 ;3,50%; R$ 63,81 ; R$ 1.759,28 ;14,25%; R$ 250,70 ; R$ 1.508,58 ;10,00%; R$ 150,86 ;
OSF Digital;Fauz Cury;Secury;Parceiro;01/06/2023;Middle;KOLEKTO TECNOLOGIA LTDA;11.177.906/0001-00;Bradesco;Saúde;Comissão; R$ 36.478,36 ;5,00%; R$ 1.823,92 ;3,50%; R$ 63,84 ; R$ 1.760,08 ;14,25%; R$ 250,81 ; R$ 1.509,27 ;30,00%; R$ 452,78 ;
Mon Ville;Marcelo Natal;MNT Barcelos;Consultor Interno;01/10/2022;Corporate;Mon Ville Restaurantes e Serviços Eireli;30.546.132/0001-84;UNIMED CAMP;SAÚDE;Comissão; R$ 37.787,60 ;5,00%; R$ 1.889,38 ;3,50%; R$ 66,13 ; R$ 1.823,25 ;14,25%; R$ 259,81 ; R$ 1.563,44 ;10,00%; R$ 156,34 ;
Mann Hummel;Flavia Tarosso;FOT;Parceiro;01/02/2022;Middle;Mann Hummel;57.014.862/0011-62;SAUDE SISTEMA;SAÚDE;Comissão; R$ 39.035,00 ;5,00%; R$ 1.951,75 ;6,50%; R$ 126,86 ; R$ 1.824,89 ;14,25%; R$ 260,05 ; R$ 1.564,84 ;10,00%; R$ 156,48 ;
OSF DIGITAL LTDA;Fauaz Cury;Secury;Parceiro;01/03/2024;Middle;OSF DIGITAL LTDA;06.029.766/0002-66;Bradesco;Saúde;Comissão; R$ 37.831,40 ;5,00%; R$ 1.891,57 ;3,50%; R$ 66,20 ; R$ 1.825,36 ;14,25%; R$ 260,11 ; R$ 1.565,25 ;30,00%; R$ 469,58 ;
Sifra S/A;Michelle;Balsamão;Parceiro;01/07/2023;Middle;Sigstech Solucoes Em Tecnologia Ltda;27.092.823/0001-40;Bradesco;Saúde;Comissão; R$ 63.148,87 ;3,00%; R$ 1.894,47 ;3,50%; R$ 66,31 ; R$ 1.828,16 ;14,25%; R$ 260,51 ; R$ 1.567,65 ;30,00%; R$ 470,29 ;
Grupo Sifra;Michelle;Balsamão;Parceiro;01/08/2023;Middle;"	Sifra S/A";"	03.729.970/0001-10";Bradesco;Saúde;Comissão; R$ 63.437,30 ;3,00%; R$ 1.903,12 ;3,50%; R$ 66,61 ; R$ 1.836,51 ;14,25%; R$ 261,70 ; R$ 1.574,81 ;30,00%; R$ 472,44 ;
Davene;Mayara Costa;MC Consultoria;Consultor Interno;01/03/2023;Corporate;Davene;05.975.111/0001-37;GNDI;Saúde;Comissão ; R$ 65.830,22 ;3,00%; R$ 1.974,91 ;6,50%; R$ 128,37 ; R$ 1.846,54 ;14,25%; R$ 263,13 ; R$ 1.583,41 ;10,00%; R$ 158,34 ;
Ações Garantem;Suelen Pereira;Zamboni Pereira;Consultor Interno;01/08/2023;Small;Ações Garantem;33.726.252/0001-51;Amil;Saúde;Agenciamento; R$ 1.879,57 ;100,00%; R$ 1.879,57 ;150,00%; R$ 28,19 ; R$ 1.851,38 ;14,25%; R$ 263,82 ; R$ 1.587,56 ;20,00%; R$ 317,51 ;
123 Milhas;Dr José;Lajos e Coelho;Parceiro;01/09/2022;Middle;GRUPO ARTVIA;26.669.170/0001-57;METLIFE;ODONTO;Comissão; R$ 19.215,29 ;10,00%; R$ 1.921,53 ;3,50%; R$ 67,25 ; R$ 1.854,28 ;14,25%; R$ 264,23 ; R$ 1.590,04 ;10,00%; R$ 159,00 ;
Cognita;Celso Fernandes;Meira Fernandes;Parceiro;01/01/2024;Middle;Cognita;14.555.616/0001-33;Sulamerica;Saúde;Comissão; R$ 99.198,00 ;2,00%; R$ 1.983,96 ;6,50%; R$ 128,96 ; R$ 1.855,00 ;14,25%; R$ 264,34 ; R$ 690,99 ;30,00%; R$ 207,30 ;
Cognita;Leandro Peralta;Leandro Peralta;Consultor Interno;01/01/2024;Middle;Cognita;14.555.616/0001-33;Sulamérica;Saúde;Comissão; R$ 99.198,00 ;2,00%; R$ 1.983,96 ;6,50%; R$ 128,96 ; R$ 1.855,00 ;14,25%; R$ 264,34 ; R$ 1.184,24 ;10,00%; R$ 118,42 ;
Sinalisa;Marcelo Natal;MNT Barcelos;Consultor Interno;01/05/2022;Middle;Sinalisa Segurança Viaria Ltda.;42.147.421/0001-90;SULAMERICA;SAÚDE;Comissão; R$ 38.455,80 ;5,00%; R$ 1.922,79 ;3,50%; R$ 67,30 ; R$ 1.855,49 ;14,25%; R$ 264,41 ; R$ 1.591,08 ;10,00%; R$ 159,11 ;
Sinalisa;Marcelo Natal;MNT Barcelos;Consultor Interno;01/05/2022;Middle;Sinalisa;42.147.421/0001-90;SULAMERICA;SAÚDE;Comissão; R$ 38.455,80 ;5,00%; R$ 1.922,79 ;3,50%; R$ 67,30 ; R$ 1.855,49 ;14,25%; R$ 264,41 ; R$ 1.591,08 ;10,00%; R$ 159,11 ;
Pantera Imoveis;Gisleide dos Santos;GR dos Santos;Consultor Interno;01/01/2023;Small;Pantera Imoveis;53.711.560/0001-10;PORTO;SAÚDE;Comissão; R$ 19.038,82 ;10,00%; R$ 1.903,88 ;2,00%; R$ 38,08 ; R$ 1.865,80 ;14,25%; R$ 265,88 ; R$ 1.599,93 ;20,00%; R$ 319,99 ;
Mon Ville;Marcelo Natal;MNT Barcelos;Consultor Interno;01/02/2023;Corporate;MON VILLE;30.546.132/0001-84;UNIMED CAMP;SAÚDE;Comissão; R$ 38.782,00 ;5,00%; R$ 1.939,10 ;3,50%; R$ 67,87 ; R$ 1.871,23 ;14,25%; R$ 266,65 ; R$ 1.604,58 ;10,00%; R$ 160,46 ;
Mon Ville;Marcelo Natal;MNT Barcelos;Consultor Interno;01/01/2023;Corporate;MON VILLE;30.546.132/0001-84;UNIMED CAMP;SAÚDE;Comissão; R$ 38.782,00 ;5,00%; R$ 1.939,10 ;3,50%; R$ 67,87 ; R$ 1.871,23 ;14,25%; R$ 266,65 ; R$ 1.604,58 ;10,00%; R$ 160,46 ;
Grupo Sifra;Michelle;Balsamão;Parceiro;01/10/2023;Middle;Sigstech Solucoes Em Tecnologia Ltda;"	27.092.823/0001-40";Bradesco;Saúde;Comissão; R$ 64.821,25 ;3,00%; R$ 1.944,64 ;3,50%; R$ 68,06 ; R$ 1.876,58 ;14,25%; R$ 267,41 ; R$ 1.609,16 ;30,00%; R$ 482,75 ;
Sinalisa;Marcelo Natal;MNT Barcelos;Consultor Interno;01/09/2022;Corporate;Sinalisa Segurança Viaria Ltda.;42.147.421/0001-90;SULAMERICA;SAÚDE;Comissão; R$ 39.027,40 ;5,00%; R$ 1.951,37 ;3,50%; R$ 68,30 ; R$ 1.883,07 ;14,25%; R$ 268,34 ; R$ 1.614,73 ;10,00%; R$ 161,47 ;
123 Milhas;Dr José;Lajos e Coelho;Parceiro;01/12/2022;Middle;GRUPO ARTVIA;26.669.170/0001-57;METLIFE;ODONTO;Comissão; R$ 19.544,49 ;10,00%; R$ 1.954,45 ;3,50%; R$ 68,41 ; R$ 1.886,04 ;14,25%; R$ 268,76 ; R$ 1.617,28 ;10,00%; R$ 161,73 ;
OSF Digital;Fauz Cury;Secury;Parceiro;01/07/2023;Middle;KOLEKTO TECNOLOGIA LTDA;11.177.906/0001-00;Bradesco;Saúde;Comissão; R$ 39.122,76 ;5,00%; R$ 1.956,14 ;3,50%; R$ 68,46 ; R$ 1.887,67 ;14,25%; R$ 268,99 ; R$ 1.618,68 ;30,00%; R$ 485,60 ;
